text,class,cleaned_text
اش من مستوى هدا....؟.ديما عايش في العفن وهكذا ستبقى.,1,اش من مستوى هدا ديما عايش في العفن وهكذا ستبقى
شوف تيفي قفراتها,1,شوف تيفي قفراتها
سير اخويا كيفما شهوتها وفضحتها الله يفضحك اشنو ستافدت دبا الله ياخد فيك الحق,1,سير اخويا كيفما شهوتها وفضحتها اله يفضحك اشنو ستافدت دبا اله ياخد فيك الحق
الله يسلط شوف تيفي على عدياني 😅😅😅,1,اله يسلط شوف تيفي على عدياني وجه مبتسم مع عرق وجه مبتسم مع عرق وجه مبتسم مع عرق
قلة التربية تفو وليتو كتعيفو و تفتاخرو بالحرام الله يلعنكم هذشي يطلع طندونس عيب و عار,1,قلة التربية تفو وليتو كتعيفو و تفتاخرو بالحرام اله يلعنكم هذشي يطلع طندونس عيب و عار
سير ليعطيك عداب,1,سير ليعطيك عداب
الخطأ فقط أختي غير فديك تجفيفة وديك البيجامة لي عقداها في البيكيني ديالك مع كل احتراماتي الى غير حاولتي تتجنبي هذا زوج الحاجات راه الناس لي ضدك غتواي معاك ويتعاطفو معاك ويبقاو متبعين معاك القناة  وكنطلب ليا وليك الهداية في هذا الدنيا,1,الخطأ فقط أختي غير فديك تجفيفة وديك البيجامة لي عقداها في البيكيني ديالك مع كل احتراماتي الى غير حاولتي تجنبي هذا زوج الحاجات راه الناس لي ضدك غتواي معاك ويتعاطفو معاك ويبقاو متبعين معاك القناة وكنطلب ليا وليك الهداية في هذا الدنيا
اولالا على التفاهة وليد كاع مبغاتش تقول الولد باه في الحرام قالت ولد الجن باش الناس ميهدروش مطورة,1,اولالا على التفاهة وليد كاع مبغاتش تقول الولد باه في الحرام قالت ولد الجن باش الناس ميهدروش مطورة
من ولى هاد خرا يطلع  لطونضونس عرف مابقى ما يعجب,1,من ولى هاد خرا يطلع لطونضونس عرف مابقى ما يعجب
2020 ديال شوف تيڤي خرجات لكم من الجنب أنتوما والباطماويات وميلودة وتاتا حتى هما معاكم.,1,ديال شوف تيڤي خرجات لكم من الجنب أنتوما والباطماويات وميلودة وتاتا حتى هما معاكم
هخههه هادي كدبة باينة,1,هخه هادي كدبة باينة
الغلط ماشي ديالها لوحدها الراجل لي معاها هو لي دار أكبر غلط فيها لان هو لي غواها وضحك عليها بكلمة الحب وهي صدقات كلامه اما هي  ضحية الحب  والكثير من الفتيات لي تخدعو بي كلمة إسمها الحب    وماتبقاوش تعجبو وتكتبو تعليقات بدون مستوى هاد الأخت  إلى غلطة مرة واحدة فهداك قليل الحيا ديال المحامي خاصو الحرق لان هو السبب,1,الغلط ماشي ديالها لوحدها الراجل لي معاها هو لي دار أكبر غلط فيها لان هو لي غواها وضحك عليها بكلمة الحب وهي صدقات كلامه اما هي ضحية الحب والكثير من الفتيات لي تخدعو بي كلمة إسمها الحب وماتبقاوش تعجبو وتكتبو تعليقات بدون مستوى هاد الأخت إلى غلطة مرة واحدة فهداك قليل الحيا ديال المحامي خاصو الحرق لان هو السب
ويسري  الله  انزل  عليك  النعلة,1,ويسري اله انزل عليك النعلة
باين ديك مها باترونا,1,باين ديك مها باترونا
التهريييج . شنو هي الرسالة. لمهم تليق الفكاهة والتسلية.هههههه,1,التهريج شنو هي الرسالة لمهم تليق الفكاهة والتسلية ه
ادومة سناك سناك خلي مك غير🥊🥊,1,ادومة سناك سناك خلي مك غير قفازات الملاكمة قفازات الملاكمة
نيفو طايح تال واد الحار نوض دير شي قلوة لكرك من انتاجك ومجهودك ولا تبقى تقلد ففلانة وفلتانة راك راجل ازبي متعولش على نجاح بنت,1,نيفو طايح تال واد الحار نوض دير شي قلوة لكرك من انتاجك ومجهودك ولا تبقى تقلد فلانة وفلتانة راك راجل ازبي متعولش على نجاح بنت
الراجل مسكين حال فمو ا  كيشوف حيت  مافدوش كون كان عندوا كون رميعقلش عليها شحال هاذي,1,الراجل مسكين حال فمو ا كيشوف حيت مافدوش كون كان عندوا كون رميعقلش عليها شحال هاذي
اخخخخخخ تفو.رابحة الحولة ما بغاتش تشد الارض,1,اخ تفو رابحة الحولة ما بغاتش تشد الارض
قناة شوهة تيفي الرائدة في فضح خصوصيات الناس و تشويه سمعة الناس الله إعطيكم العداب الديوثي واقف تتفرج,1,قناة شوهة تيفي الرائدة في فضح خصوصيات الناس و تشويه سمعة الناس اله إعطيكم العداب الديوثي واقف تفرج
الله يعفو عليك شوفي غير هضرتك كيف دايرة ونتيا اكبر مخلويضة الله العز اما الدل راك فيه عاهرات الفن,1,اله يعفو عليك شوفي غير هضرتك كيف دايرة ونتيا اكبر مخلويضة اله العز اما الدل راك فيه عاهرات الفن
الكلمة المفيدة لي gال هيا البلاد ما فيها مايدار,1,الكلمة المفيدة لي ال هيا البلاد ما فيها مايدار
يكون في عون الزوجة بوزبال طاح مع بوزبالة,1,يكون في عون الزوجة بوزبال طاح مع بوزبالة
ههههههه  وناري   معامن   عايشين    تفو تفو   على بلاد  الله انزل عليكم نعلة انشاء,1,ه وناري معامن عايشين تفو تفو على بلاد اله انزل عليكم نعلة انشاء
لا حول ولا قوة الا بالله العلي العظيم واتوب اليه. واش هذاك راجلك او نعجة سرقاها من مها. اللهم لا شماتة,1,لا حول ولا قوة الا باله العلي العظيم واتوب اليه واش هذاك راجلك او نعجة سرقاها من مها الهم لا شماتة
شنو دنب داك لبنت لي ولدتي او تكبر تلقة مها هيا ساري كول,1,شنو دنب داك لبنت لي ولدتي او تكبر تلقة مها هيا ساري كول
  اش هاد المرض,1,اش هاد المرض
هادو لي دارو تعليق وكيسبو ف السيد راكم منافقين ألخوت .إلا معجبكش متفرش شعب نيخان تفو,1,هادو لي دارو تعليق وكيسبو ف السيد راكم منافقين ألخوت إلا معجبكش متفرش شعب نيخان تفو
زعما هاد زمر متيق راسو بنت بغيت ليك العاقر اعين مومن,1,زعما هاد زمر متيق راسو بنت بغيت ليك العاقر اعين مومن
صاحا شوف فيفي عبدو فيك جبدو كتشهرو غا المعوقين دوي الاحتياجات الخاصة فالدماغ الله يمسخكم,1,صاحا شوف فيفي عبدو فيك جبدو كتشهرو غا المعوقين دوي الاحتياجات الخاصة فالدماغ اله يمسخكم
هذهم لي جاتنا الكورونا بسبتهم,1,هذهم لي جاتنا الكورونا بسبتهم
هاد جوج علاش باقيين مسدوش ليهم القنوات ديالهم ,1,هاد جوج علاش باقين مسدوش ليهم القنوات ديالهم
معندكش الوجه لتحشم عليه البرهوش معندك امك ولا ابوك ولا أختك مقزدر جيل اخر الزمان,1,معندكش الوجه لتحشم عليه البرهوش معندك امك ولا ابوك ولا أختك مقزدر جيل اخر الزمان
ما هدا الخراء,1,ما هدا الخراء
صورتها بحال موكة ونفها مقسوم دير بحال حلوف,1,صورتها بحال موكة ونفها مقسوم دير بحال حلوف
شوف تي في واحدة من أسباب انتشار الدعارة,1,شوف تي في واحدة من أسباب انتشار الدعارة
بغيت نعلق خفت لا اصليها معايا راجلك,1,بغيت نعلق خفت لا اصليها معايا راجلك
نسيت   طارو   زبل   مخرجتو    طز    طز    طز,1,نسيت طارو زبل مخرجتو طز طز طز
هالعار البنات بركا عليكم من دل زواج ميدخلكمش لجنة شوفو قريتكم وخدمتكم وبركا من زواج الفاتحة راه كظلمو راسكم,1,هالعار البنات بركا عليكم من دل زواج ميدخلكمش لجنة شوفو قريتكم وخدمتكم وبركا من زواج الفاتحة راه كظلمو راسكم
انقول ديك المحامية الله يعطيك دل والمصائب اولا بدون كرامة تانية مجريمة دكشي علاش كرهك رجلك يا جيفة نفس معندكش عارفه مزوج وعندو بنت وشيفة تصور كيف كان معشرها ومزال تجري وراح ومسيفطة مراة الحبس بنصب يعلم الله شحال من واحد مسجون بسببك المجريمة حسبي الله ونعم الوكيل فيك وفي داك رعواني حفرتي حفرة وطحتي فيها نتي وهو اما ليلى اتخرج ورأسها مرفوع حيت مظلومة ودوك تصور راه مشوهتيهاش بيهم حيت كل امراة كتصورهم مع رجلها,1,انقول ديك المحامية اله يعطيك دل والمصائب اولا بدون كرامة تانية مجريمة دكشي علاش كرهك رجلك يا جيفة نفس معندكش عارفه مزوج وعندو بنت وشيفة تصور كيف كان معشرها ومزال تجري وراح ومسيفطة مراة الحبس بنصب يعلم اله شحال من واحد مسجون بسبك المجريمة حسبي اله ونعم الوكيل فيك وفي داك رعواني حفرتي حفرة وطحتي فيها نتي وهو اما ليلى اتخرج ورأسها مرفوع حيت مظلومة ودوك تصور راه مشوهتيهاش بيهم حيت كل امراة كتصورهم مع رجلها
هاد الأغنية مطبسلة اخوتي,1,هاد الأغنية مطبسلة اخوتي
انا كنݣول ربما عندو شي نوكيا بيل وتديري هاد الروتين الموسخ ديالك بلا  خبارو او ورهليه شي حد وبقى فيه الحل,1,انا كن ول ربما عندو شي نوكيا بيل وتديري هاد الروتين الموسخ ديالك بلا خبارو او ورهليه شي حد وبقى فيه الحل
الله يسمح عليها ويتبتها ويجيب لها ولد الناس ويقطع رزق اللي نشر صورتها,1,اله يسمح عليها ويتبتها ويجيب لها ولد الناس ويقطع رزق الي نشر صورتها
حالة ديال الويل,1,حالة ديال الويل
اش هاد الفيروسات أكثر من كورونا حطب جهنم,1,اش هاد الفيروسات أكثر من كورونا حطب جهنم
سير لله يا خد فيك الحق معندك خوت غير انت محام تضلم بنت الناس وهدوك اتصاور غد اتكدبهم الضالم لاخر,1,سير له يا خد فيك الحق معندك خوت غير انت محام تضلم بنت الناس وهدوك اتصاور غد اتكدبهم الضالم لاخر
تفو غير الي عندها شي محلبات. طلقهم بحال شي كلبة والدة,1,تفو غير الي عندها شي محلبات طلقهم بحال شي كلبة والدة
"شفت سلخوه قلت صافي شبعو فيه قريص ونتيف الشعر وقميش ساعة ما لقيتش هادشي ..
مع ذلك تحياتي لنساء المغرب الشفيفات العفيفات وتبا للإنفصاليين وزيرو السلوگية يا شوف خيخي ماتكذبوش فالعناوين",1,شفت سلخوه قلت صافي شبعو فيه قريص ونتيف الشعر وقميش ساعة ما لقيتش هادشي مع ذلك تحياتي لنساء المغرب الشفيفات العفيفات وتبا لإنفصالين وزيرو السلوگية يا شوف خيخي ماتكذبوش فالعناوين
هديك الحديوي بقا ليها غير تقدم الاخبار,1,هديك الحديوي بقا ليها غير تقدم الاخبار
سينا شافتو قيم و دارت عقلها,1,سينا شافتو قيم و دارت عقلها
الخلال فيك مكتحملش مك وباك الله يستر خاصك غير عندمن تمشي المهم ماتمشيش لداركم الله يستر,1,الخلال فيك مكتحملش مك وباك اله يستر خاصك غير عندمن تمشي المهم ماتمشيش لداركم اله يستر
ناري ابا صحافي قوتيها غادي اجي من مكة غادي اخشي ليك الميكرو فكرك 😂😂,1,ناري ابا صحافي قوتيها غادي اجي من مكة غادي اخشي ليك الميكرو فكرك وجه بدموع الفرح وجه بدموع الفرح
انتي صوبيصا  انتي  مامزوجاش بيه اتعراي  نحن متزوجات  اماتنصوروش عريانين١    الفساد العلني  بسلتو اش هاد  ببسالة  وجه حمر,1,انتي صوبيصا انتي مامزوجاش بيه اتعراي نحن متزوجات اماتنصوروش عريانين الفساد العلني بسلتو اش هاد بسالة وجه حمر
في المغرب الرجلين يترفدو الي السماء ا كثر من يا دين وعلي  هدا كثر الفقر,1,في المغرب الرجلين يترفدو الي السماء ا كثر من يا دين وعلي هدا كثر الفقر
و الله حتى غلط ملي خلاك عايشة  و مزال عندك الكمارة باش تهضري و زدتي شوهتي راسك و صافي حيت هو بهاد الخرجة ديالك لشوف تيفي عرفنا انه راجل,1,و اله حتى غلط ملي خلاك عايشة و مزال عندك الكمارة باش تهضري و زدتي شوهتي راسك و صافي حيت هو بهاد الخرجة ديالك لشوف تيفي عرفنا انه راجل
هداك الفقيه اصلا سحار لي خاف من جن يكون مسلم او كافر خاصو يصرعك,1,هداك الفقيه اصلا سحار لي خاف من جن يكون مسلم او كافر خاصو يصرعك
هبيلة وقالو ليها شطحي الله يشوف من حالك اختي لقيتي غي دياب كل واحد كيجر المصلاحتو,1,هبيلة وقالو ليها شطحي اله يشوف من حالك اختي لقيتي غي دياب كل واحد كيجر المصلاحتو
خالف تعرف هاوعدي هاد المصطلح عيب اخرج مع لسانك  اشيحاجة لي سبيسيال هي دير ساروت او روبيني او قفل انا بغيتهم اسدو عليك بيه راش تراجع راسك شوية  او تشد طريق الله او ترجل شوية,1,خالف تعرف هاوعدي هاد المصطلح عيب اخرج مع لسانك اشيحاجة لي سبيسيال هي دير ساروت او روبيني او قفل انا بغيتهم اسدو عليك بيه راش تراجع راسك شوية او تشد طريق اله او ترجل شوية
حتى ختك غتمشي البرتوش 😂😂😂,1,حتى ختك غتمشي البرتوش وجه بدموع الفرح وجه بدموع الفرح وجه بدموع الفرح
الله اعطيك عذاب تفو علي مراء نتي وريتي خرزتك علم,1,اله اعطيك عذاب تفو علي مراء نتي وريتي خرزتك علم
هاد شوف تيفي كتشجع غير الفتن و زبل,1,هاد شوف تيفي كتشجع غير الفتن و زبل
ناري كترو زوامل فلبلاد يا لطيف,1,ناري كترو زوامل فلبلاد يا لطيف
تفو شوهتو بينا 😟😟😟😟😟,1,تفو شوهتو بينا وجه قلق وجه قلق وجه قلق وجه قلق وجه قلق
تلاقيتو غير النقيلات,1,تلاقيتو غير النقيلات
انتي حمقه تصيفطي تصاورك وخا تايقه فيه انا راجلي بالعقد والله منصيفطلو شي حاجه لا هادي انتي غالطه  البنات الحمقات وعيقو وفيقو وجمعو راسكم وماتصوروش عريانين,1,انتي حمقه تصيفطي تصاورك وخا تايقه فيه انا راجلي بالعقد واله منصيفطلو شي حاجه لا هادي انتي غالطه البنات الحمقات وعيقو وفيقو وجمعو راسكم وماتصوروش عريانين
مفهمتش نوال المتوكل وعويطة جراو حتى عياو في الاخير جابو لينا شوها  وفروسات ضد الاسلام واش هدو بصح مغاربة ومسلمين والله حتى شوها صافي بغاو يوليو كوار بسيف الله يحشرهم معاهم,1,مفهمتش نوال المتوكل وعويطة جراو حتى عياو في الاخير جابو لينا شوها وفروسات ضد الاسلام واش هدو بصح مغاربة ومسلمين واله حتى شوها صافي بغاو يوليو كوار بسيف اله يحشرهم معاهم
على قلة الممثلين,1,على قلة المثلين
مكروب الله يحفظنا يا رب اش هد المسخ الله يغضب عليك بصح شنو هدي يزيدك راك فراجه و الله ملقي شي رجل يعطيه شي طريح ديال العصا الله يعطيكم العداب,1,مكروب اله يحفظنا يا رب اش هد المسخ اله يغضب عليك بصح شنو هدي يزيدك راك فراجه و اله ملقي شي رجل يعطيه شي طريح ديال العصا اله يعطيكم العداب
دون مستوى,1,دون مستوى
Moroco.. اسرائل المستقبل,1,اسرائل المستقبل
غير كتكذبي دخلنا الاطيل من باب الاخر كنتي بعد توجدي الديسكور ديالك,1,غير كتكذبي دخلنا الاطيل من باب الاخر كنتي بعد توجدي الديسكور ديالك
لي ذخل اشوف الطرف ديال شوف ثي في,1,لي ذخل اشوف الطرف ديال شوف ثي في
تبارك الله على شوف تيفي....ترقص عارية وتقدم مواهب الفحش والتعرية...ههههههعع,1,تبارك اله على شوف تيفي ترقص عارية وتقدم مواهب الفحش والتعرية هع
علا غير هوة مشهور تمشي معاه الوطيل,1,علا غير هوة مشهور تمشي معاه الوطيل
تبهديل تسؤلو البنات في الشارع,1,تبهديل تسؤلو البنات في الشارع
الله ينعل الكوكب لجيتو منو نتينا وباطمة,1,اله ينعل الكوكب لجيتو منو نتينا وباطمة
اويلي ياك تزوج والله يستر والله يعطيك مصيبة,1,اويلي ياك تزوج واله يستر واله يعطيك مصيبة
ويلي على عدسات ومكياج ههههههههههههه كنت غ خليتوه حول ياربي تسمح ليا على هاد كلمه ههههه واش هدا بلومبي ولا اش مره قفل مره روبينى هاد مره هز معاك كلسة ديال طواليت وديك البلديه ...الله يعطيك الذل,1,ويلي على عدسات ومكياج ه كنت غ خليتوه حول ياربي تسمح ليا على هاد كلمه ه واش هدا بلومبي ولا اش مره قفل مره روبينى هاد مره هز معاك كلسة ديال طواليت وديك البلديه اله يعطيك الذل
عيد ميلاد وجالس حداها ولابسة لبس عروس..وخلي تشلقيم هذا وجه قادم ديال بيجيدي هذا هو لي غادي يكون في برلمان سنة 2024  انتظروه مع لصوص الجدد ومستقبليين,1,عيد ميلاد وجالس حداها ولابسة لبس عروس وخلي تشلقيم هذا وجه قادم ديال بيجيدي هذا هو لي غادي يكون في برلمان سنة انتظروه مع لصوص الجد ومستقبلين
والله حتى حشومة عيب هادشي بزاف مخلين قنوات ديال ديال معقوله كتشوف بوزبال,1,واله حتى حشومة عيب هادشي بزاف مخلين قنوات ديال ديال معقوله كتشوف بوزبال
من جهتي عبر عليك راكم شوهتونا ربي انزل علكوم غضبو اصحاب روتبي الويل,1,من جهتي عبر عليك راكم شوهتونا ربي انزل علكوم غضبو اصحاب روتبي الويل
معرت مالها كتولي فيها لعيقة وتعوج في داك الفم وتشلي بدوك ليدين  يخ تفو,1,معرت مالها كتولي فيها لعيقة وتعوج في داك الفم وتشلي بدوك ليدين يخ تفو
سبحان الله كلشي تيولي فقيه وعلامة خريج الأزهر وراها باينة كل واحد يديها فكرو أهم حاجة سترو نتوما بزازلكم وقزازبكم وغدا عند آلله كلا يتحاسب على فعايلو هاد قنوات الإنترنت صراحة أكبر فتنة,1,سبحان اله كلشي تيولي فقيه وعلامة خريج الأزهر وراها باينة كل واحد يديها فكرو أهم حاجة سترو نتوما بزازلكم وقزازبكم وغدا عند آله كلا يتحاسب على فعايلو هاد قنوات الإنترنت صراحة أكبر فتنة
هذا محمد الطاهري بزاف عليه كلمة محامي حيت كيفاش كيدافع على حقوق المواطنين و هو براسو لا يلتزم بالقوانين 🤔 و لعب على عقل بنت و طمعها في الزواج و حملها شنو هذا المستوى الهابط منين باغي غير علاقة عابرة سير خلص عاهرة مالك على هذ التفليا على بنات الناس. عبرتوا اللي نشرتو تصاورو معاها بديك السليب ديال الورود 😁😂👋😉 يستاهل شوهة اكثر.,1,هذا محمد الطاهري بزاف عليه كلمة محامي حيت كيفاش كيدافع على حقوق المواطنين و هو براسو لا يلتزم بالقوانين وجه مفكر و لعب على عقل بنت و طمعها في الزواج و حملها شنو هذا المستوى الهابط منين باغي غير علاقة عابرة سير خلص عاهرة مالك على هذ التفليا على بنات الناس عبرتوا الي نشرتو تصاورو معاها بديك السليب ديال الورود وجه مبتهج بعيون مبتسمة وجه بدموع الفرح يد تلوح وجه يغمز يستاهل شوهة اكثر
لاالاه الا الله فين وصلنا الفجور الله يستر الله يسمح ليا اليوم ليلة الجمعة والله كون كنتي بنت الناس حتى اخليه منو الله ومديريش هاد الشوهة نتي غلطي ماشي تحاولي تصلحي غلط بغلط كبري بنتك بوحدك نسايه توبي راه ابواب التوبة مفتوحة محد مزال الحال الله غفور رحيم انا راني مرا وكنخاف من عقايب الدنيا غير منقدرش نعرف الراجل مزوج ونمشي معاه نتي حسيت بيك شديتي زكير نعا مراتو وقلتي هدا كيحماق عليا ارا تلف ليه القبلة خسارة ديال الهبال ديالك غضيعي ديك البنيتة استغفر الله واتوب اليه,1,لالاه الا اله فين وصلنا الفجور اله يستر اله يسمح ليا اليوم ليلة الجمعة واله كون كنتي بنت الناس حتى اخليه منو اله ومديريش هاد الشوهة نتي غلطي ماشي تحاولي تصلحي غلط بغلط كبري بنتك بوحدك نسايه توبي راه ابواب التوبة مفتوحة محد مزال الحال اله غفور رحيم انا راني مرا وكنخاف من عقايب الدنيا غير منقدرش نعرف الراجل مزوج ونمشي معاه نتي حسيت بيك شديتي زكير نعا مراتو وقلتي هدا كيحماق عليا ارا تلف ليه القبلة خسارة ديال الهبال ديالك غضيعي ديك البنيتة استغفر اله واتوب اليه
على قبل بنتي على قبل بنتي كاتقولها اتعودعها تقول داك لبنت والدينها فلحلال.دبا غير قولو لي انت اداك وجه النحس شنو ذنب داك البنت مسكينة .شكوى بكم الله بجوجكوم.خاصكم الحبس بجوجكوم اديك لبنت تكلف بها الدولة باش تكونو عبرة لكل من سولت له نفسه يسلك هذا الطريق.تفو وجوه الغضب.,1,على قبل بنتي على قبل بنتي كاتقولها اتعودعها تقول داك لبنت والدينها فلحلال دبا غير قولو لي انت اداك وجه النحس شنو ذنب داك البنت مسكينة شكوى بكم اله بجوجكوم خاصكم الحبس بجوجكوم اديك لبنت تكلف بها الدولة باش تكونو عبرة لكل من سولت له نفسه يسلك هذا الطريق تفو وجوه الغضب
الظلم صعيب. وخصوصا لما تكون الأم ظالمة وفاجرة . والضريبة الصعبة من الاب والاخ,1,الظلم صعيب وخصوصا لما تكون الأم ظالمة وفاجرة والضريبة الصعبة من الاب والاخ
الله يرحم الوالدين بعد على الغنا وخا غير فئة قليلة اللي كتشوفك إلا انك شوهتينا قدام العالم و شوهتي الصورة ديال المغاربة,1,اله يرحم الوالدين بعد على الغنا وخا غير فئة قليلة الي كتشوفك إلا انك شوهتينا قدام العالم و شوهتي الصورة ديال المغاربة
خاصو الإعدام ليكون عبرة للآخرين الله اعطيه جهنمة انشاء الله,1,خاصو الإعدام ليكون عبرة لآخرين اله اعطيه جهنمة انشاء اله
انا غير بغيت نعرف هد المره واش مزال عندها لوجه باش تهضر رآه سيد خطبها اوقراو الفتحه وكرالها يعني سكن معها اودوز معها سينين مشي زنا معها نهار ولا افاش كيبغي يزني كيعيطليها رآه كانت علاقه قويا ناتج عنها طيفله يعني سيد ممرتاحش معاك كن كنتي اءنسانه كون عطيتيه الموافقه يتزوج مكرفسه راسك اومكرفسا البنت اوضحيه هيا الطفله ليمدنبها والو انا نعرف راجلي ولد معا شي وحده اعندو علاقه قويا بحال هدى نعطيه الموافقه مندي ذنوب حد رآه الشرع عطا ربعه شنو حسن تعطيه الموافقه بلا شوها اولا هاد الشوها اوتصاور راجلك فالقنوات كنكان راجل هلا هد الشوهه اطلقق اهنينا من صداعك أمن الشر ديالك تلقاك كنتي مدايهاش فيه امعطياهس وقت حت عرفتي عندو مراه فحياتو عاد حلالك,1,انا غير بغيت نعرف هد المره واش مزال عندها لوجه باش تهضر رآه سيد خطبها اوقراو الفتحه وكرالها يعني سكن معها اودوز معها سينين مشي زنا معها نهار ولا افاش كيبغي يزني كيعيطليها رآه كانت علاقه قويا ناتج عنها طيفله يعني سيد مرتاحش معاك كن كنتي اءنسانه كون عطيتيه الموافقه يتزوج مكرفسه راسك اومكرفسا البنت اوضحيه هيا الطفله ليمدنبها والو انا نعرف راجلي ولد معا شي وحده اعندو علاقه قويا بحال هدى نعطيه الموافقه مندي ذنوب حد رآه الشرع عطا ربعه شنو حسن تعطيه الموافقه بلا شوها اولا هاد الشوها اوتصاور راجلك فالقنوات كنكان راجل هلا هد الشوه اطلق اهنينا من صداعك أمن الشر ديالك تلقاك كنتي مدايهاش فيه امعطياهس وقت حت عرفتي عندو مراه فحياتو عاد حلالك
هبيل مزوج بتيتيز,1,هبيل مزوج بتيتيز
جيتو كوبل ناضي 🤣🤣🤣🤣 خريتونا غا بالضحك اما شي فن مكاين ضحكنا فيكم بالمزيان يا بوعارة ⁦🕵️⁩🤣🤣🤣🤣,1,جيتو كوبل ناضي يتدحرج على الارض من الضحك يتدحرج على الارض من الضحك يتدحرج على الارض من الضحك يتدحرج على الارض من الضحك خريتونا غا بالضحك اما شي فن مكاين ضحكنا فيكم بالمزيان يا بوعارة المحق يتدحرج على الارض من الضحك يتدحرج على الارض من الضحك يتدحرج على الارض من الضحك يتدحرج على الارض من الضحك
"إخان صافي 🤣""",1,إخان صافي يتدحرج على الارض من الضحك
الكافرات ملي شافوا المسلمات تعراوا.....هوما يديروا بناقص من العرا.....يا سبحان الله.....بنادم كينسى اصل الاصول ديالو,1,الكافرات ملي شافوا المسلمات تعراوا هوما يديروا بناقص من العرا يا سبحان اله بنادم كينسى اصل الاصول ديالو
"لقى مخرج باش يمارس ميولاته الأنثوية""",1,لقى مخرج باش يمارس ميولاته الأنثوية
جاني تسموم فالعينين ملي شفت هذ الزبل غير كيرݣع والصحافة ديال الويل دايرا معاه اللقاء ماشي الطنز حل عينيه هذا,1,جاني تسموم فالعينين ملي شفت هذ الزبل غير كير ع والصحافة ديال الويل دايرا معاه القاء ماشي الطنز حل عينيه هذا
خرجت فيك العلامة غزة فيك الله ياربي البراء من عندك سرك,1,خرجت فيك العلامة غزة فيك اله ياربي البراء من عندك سرك
كون غير بقيتي مخبي تفو ضحكتي فينا لبراني يخ,1,كون غير بقيتي مخبي تفو ضحكتي فينا لبراني يخ
صافي بدا كيبين حقيقتو زويمل سوسي,1,صافي بدا كيبين حقيقتو زويمل سوسي
مسحور سي محمد,1,مسحور سي محمد
حنا معندناش المخزن كنطلب من السجناء لي غادي يكون معاهم يديرو فهد المجرم نفس الشيء ياربي امين,1,حنا معندناش المخزن كنطلب من السجناء لي غادي يكون معاهم يديرو فهد المجرم نفس الشيء ياربي امين
صحابات النقاب بزاف عليك  و أنت بفمك قلتي خرجتي على الطريق أما هذه الفاحشة بالجهر ماشي خدمة الله يهديك للي بغا يدير لحرام كيضرب المثال بصحابات النقاب حيث هما للي قاتلينكم بالغيظ و الكيد و السم متقدوش عليهوم تحية  لكل منقبة و أنت سيري توبي لمولاك قبل فوات الأوان أما لعرا غي ديري 40عام لفوق غتلقاي وجهك كلاتو تكولا بسخط الله و غضبه أنت ستغلوك و لي كان كان,1,صحابات النقاب بزاف عليك و أنت بفمك قلتي خرجتي على الطريق أما هذه الفاحشة بالجهر ماشي خدمة اله يهديك لي بغا يدير لحرام كيضرب المثال بصحابات النقاب حيث هما لي قاتلينكم بالغيظ و الكيد و السم متقدوش عليهوم تحية لكل منقبة و أنت سيري توبي لمولاك قبل فوات الأوان أما لعرا غي ديري عام لفوق غتلقاي وجهك كلاتو تكولا بسخط اله و غضبه أنت ستغلوك و لي كان كان
لا حول و لا قوة إلا بالله را هاذ الشي مخصوش ايدوز فشوف تيفي ولا اي قناة مغربية هذا كورونا ديال المغرب الحقيقي باقي تاي بان في الشاشة حرام وعيب وعار,1,لا حول و لا قوة إلا باله را هاذ الشي مخصوش ايدوز فشوف تيفي ولا اي قناة مغربية هذا كورونا ديال المغرب الحقيقي باقي تاي بان في الشاشة حرام وعيب وعار
كيف يحل الله مشاكلكم وانتم تحاربون الله ؟؟ بوزبال العفن الخنز,1,كيف يحل اله مشاكلكم وانتم تحاربون اله بوزبال العفن الخنز
غير الله استر ما نعرف كفاش غادي تكون النهاية ديالك نتيا ؟,1,غير اله استر ما نعرف كفاش غادي تكون النهاية ديالك نتيا
اللهم لا تآخدنا مما فعل السفهاء منا ومطلعين ليه الشان ودايرين معاه مقابلة وكاتبين عليه مغني الله يمسخك كون كانت عندي غرام من تقة النفس ديالك والله حتى نرد المغرب بالباسبور كالك مغني لواه مزمر😠😠,1,الهم لا تآخدنا ما فعل السفهاء منا ومطلعين ليه الشان ودايرين معاه مقابلة وكاتبين عليه مغني اله يمسخك كون كانت عندي غرام من تقة النفس ديالك واله حتى نرد المغرب بالباسبور كالك مغني لواه مزمر وجه غاضب وجه غاضب
الحموضة تفو,1,الحموضة تفو
الله يعطيك الدل الحماري هذا هو الوقيع.,1,اله يعطيك الدل الحماري هذا هو الوقيع
عندما تقومين بضرب أحدهم وبكلام غير لائق وتكتشفين أن الجميع عرف من أنت بغباءك !!!!! وأردت أن تحسني الصورة بطريقة أيضا غبية وتظهرين لهم بالنوايا النظيفة ,1,عندما تقومين بضرب أحدهم وبكلام غير لائق وتكتشفين أن الجميع عرف من أنت بغباءك وأردت أن تحسني الصورة بطريقة أيضا غبية وتظهرين لهم بالنوايا النظيفة
